Date,Settlement Price,High,Low,Last,Open,CVol,Bid,Ask,Open Interest
02/26/25,7.19,7.19,7.19,7.19,7.19,0.112,@NA,@NA,612.00
02/25/25,7.08,7.19,7.08,7.08,7.11,0.239,7.09,7.17,678.00
02/24/25,7.11,7.14,7.11,7.11,7.13,0.193,7.14,@NA,867.00
02/21/25,7.15,7.18,7.11,7.18,7.11,0.486,7.18,@NA,977.00
02/20/25,7.21,7.21,7.11,7.20,7.11,0.336,@NA,7.20,"1,073.00"
02/19/25,7.18,7.18,7.18,7.18,7.18,0.288,7.16,7.23,"1,316.00"
02/18/25,7.22,7.22,7.16,7.22,7.19,0.352,7.14,7.27,"1,433.00"
02/14/25,7.32,7.32,7.32,7.32,7.32,0.31,@NA,@NA,"1,667.00"
02/13/25,7.57,7.57,7.56,7.57,7.57,0.124,@NA,7.57,"1,914.00"
02/12/25,7.49,7.48,7.48,7.48,7.48,0.1,7.32,7.48,"1,990.00"
02/11/25,7.31,7.47,7.23,7.29,7.24,0.152,7.29,7.28,"2,025.00"
02/10/25,7.48,7.48,7.44,7.47,7.45,0.201,@NA,7.47,"2,059.00"
02/07/25,7.31,7.32,7.23,7.32,7.23,0.108,@NA,7.23,"2,169.00"
02/06/25,7.09,7.15,7.06,7.07,7.15,0.261,7.15,7.07,"2,283.00"
02/05/25,7.05,7.05,6.97,7.04,6.97,0.291,6.85,7.04,"2,341.00"
02/04/25,6.95,6.96,6.92,6.96,6.92,0.273,6.96,6.93,"2,370.00"
02/03/25,6.93,6.95,6.87,6.95,6.87,0.276,6.87,6.95,"2,436.00"
01/31/25,6.83,6.86,6.81,6.83,6.85,0.475,6.82,6.83,"2,963.00"
01/30/25,6.88,6.92,6.83,6.89,6.83,0.695,6.88,6.89,"2,450.00"
01/29/25,6.84,6.87,6.80,6.85,6.80,0.44,6.85,6.85,"3,309.00"
01/28/25,6.77,6.80,6.76,6.77,6.80,0.451,6.01,6.87,"3,659.00"
01/27/25,6.70,6.77,6.68,6.71,6.76,0.659,6.71,6.71,"3,601.00"
01/24/25,6.79,6.89,6.79,6.79,6.81,0.461,6.77,6.80,"3,576.00"
01/23/25,6.86,6.87,6.75,6.86,6.76,0.427,6.70,6.95,"3,498.00"
01/22/25,6.82,6.87,6.81,6.81,6.86,0.662,6.54,6.86,"3,870.00"
01/21/25,6.90,6.90,6.79,6.89,6.87,0.788,6.55,6.97,"3,893.00"
01/17/25,6.99,7.14,6.96,6.96,7.12,0.283,6.89,7.16,"3,951.00"
01/16/25,7.10,7.12,7.02,7.10,7.06,0.181,7.01,7.11,"3,945.00"
01/15/25,7.01,7.04,6.92,7.03,6.92,0.473,6.88,7.03,"4,062.00"
01/14/25,6.97,7.01,6.91,6.98,6.95,0.584,6.91,6.99,"4,055.00"
01/13/25,7.00,7.01,6.91,6.99,6.91,0.188,6.96,7.04,"4,107.00"
01/10/25,6.96,7.04,6.94,6.94,6.98,0.426,6.66,6.98,"4,088.00"
01/08/25,6.83,6.84,6.69,6.84,6.69,0.658,6.78,6.93,"4,239.00"
01/07/25,6.68,6.70,6.60,6.65,6.63,0.644,6.31,6.68,"4,251.00"
01/06/25,6.63,6.68,6.48,6.61,6.50,0.567,6.31,6.91,"4,389.00"
01/03/25,6.53,6.54,6.44,6.53,6.46,0.324,6.54,6.74,"4,348.00"
01/02/25,6.45,6.49,6.42,6.45,6.48,0.223,6.38,6.46,"4,323.00"
12/31/24,6.47,6.57,6.44,6.47,6.55,0.293,6.36,6.47,"4,268.00"
12/30/24,6.55,6.63,6.54,6.55,6.60,0.498,6.56,6.95,"4,065.00"
12/27/24,6.60,6.64,6.59,6.60,6.64,0.374,6.59,6.64,"3,646.00"
12/26/24,6.61,6.63,6.55,6.60,6.56,0.215,6.47,6.95,"3,585.00"
12/24/24,6.57,6.57,6.55,6.56,6.57,0.105,6.54,7.08,"3,525.00"
12/23/24,6.52,6.58,6.52,6.54,6.56,0.257,6.54,6.53,"2,728.00"
12/20/24,6.53,6.52,6.50,6.52,6.52,0.55,6.52,6.50,"2,691.00"
12/19/24,6.49,6.54,6.47,6.49,6.53,0.279,6.43,7.05,"2,655.00"
12/18/24,6.56,6.57,6.45,6.45,6.50,0.092,6.42,7.00,"2,680.00"
